path,filter,best_f1
er_30_pic_run08003_ev75_unet_mean_gaussian_median_cygno,gaussian_21,0.8180873180873179
er_30_pic_run08003_ev75_unet_mean_gaussian_median_cygno,median_9,0.8710719530102791
er_30_pic_run08003_ev75_unet_mean_gaussian_median_cygno,median_11,0.8820726622989875
er_30_pic_run08003_ev75_unet_mean_gaussian_median_cygno,median_13,0.8887587822014051
er_30_pic_run08003_ev75_unet_mean_gaussian_median_cygno,median_15,0.8906950672645739
er_30_pic_run08003_ev75_unet_mean_gaussian_median_cygno,median_17,0.8860976306023409
er_30_pic_run08003_ev75_unet_mean_gaussian_median_cygno,median_19,0.8843262001156736
er_30_pic_run08003_ev75_unet_mean_gaussian_median_cygno,median_21,0.8730512249443207
er_30_pic_run08003_ev75_unet_mean_gaussian_median_cygno,cygno_0,0.1601503759398496
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,unet_0,0.8925365478327777
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,mean_9,0.8002260525572196
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,mean_11,0.8215158924205378
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,mean_13,0.8326827998959145
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,mean_15,0.8306275745093289
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,mean_17,0.8251614446304711
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,mean_19,0.8023005032350827
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,mean_21,0.7876549723028224
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,gaussian_9,0.8001105888858171
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,gaussian_11,0.8209583991574514
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,gaussian_13,0.8207297726070861
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,gaussian_15,0.8230110159118728
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,gaussian_17,0.8095009596928983
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,gaussian_19,0.7931769722814499
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,gaussian_21,0.7873183619550859
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,median_9,0.8579088471849866
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,median_11,0.8690251147718067
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,median_13,0.8756298064173959
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,median_15,0.8757457846952009
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,median_17,0.8700906344410876
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,median_19,0.8635931558935359
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,median_21,0.8568706834960704
er_30_pic_run08003_ev55_unet_mean_gaussian_median_cygno,cygno_0,0.15691402419091205
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,unet_0,0.908653846153846
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,mean_9,0.8376327769347497
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,mean_11,0.8587570621468926
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,mean_13,0.883075953356445
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,mean_15,0.8883435582822086
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,mean_17,0.8824779836015791
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,mean_19,0.8754806270334221
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,mean_21,0.8632600628033115
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,gaussian_9,0.8502624266748996
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,gaussian_11,0.8723469701630268
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,gaussian_13,0.8806636885768985
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,gaussian_15,0.8854916067146283
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,gaussian_17,0.8777279521674142
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,gaussian_19,0.8686342592592594
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,gaussian_21,0.86
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,median_9,0.8863492063492063
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,median_11,0.8907615480649187
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,median_13,0.8928904067059918
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,median_15,0.8927250308261405
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,median_17,0.892502258355917
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,median_19,0.8901325478645067
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,median_21,0.8851391355831852
er_30_pic_run08003_ev12_unet_mean_gaussian_median_cygno,cygno_0,0.2109375
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,unet_0,0.9072968060244092
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,mean_9,0.8424677187948351
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,mean_11,0.8847385272145145
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,mean_13,0.8935947712418301
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,mean_15,0.8935624519107463
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,mean_17,0.8875096974398758
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,mean_19,0.8776060829040959
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,mean_21,0.8640541848089017
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,gaussian_9,0.8406593406593407
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,gaussian_11,0.8695890410958904
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,gaussian_13,0.8820512820512819
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,gaussian_15,0.8842051802945659
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,gaussian_17,0.8784293984394664
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,gaussian_19,0.8636923835346314
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,gaussian_21,0.8503253796095445
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,median_9,0.8732471817431949
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,median_11,0.8757428417071853
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,median_13,0.8865448932338565
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,median_15,0.8891759235339707
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,median_17,0.8875363852871129
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,median_19,0.8862366683595734
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,median_21,0.8829599798640825
er_30_pic_run08003_ev46_unet_mean_gaussian_median_cygno,cygno_0,0.15897720956086714
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,unet_0,0.8998001712817585
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,mean_9,0.8185827697735959
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,mean_11,0.841747022121384
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,mean_13,0.8616084114805342
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,mean_15,0.8690005646527386
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,mean_17,0.8635472121042309
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,mean_19,0.8523435383364943
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,mean_21,0.8284652150823154
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,gaussian_9,0.8205900060204696
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,gaussian_11,0.8400589101620028
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,gaussian_13,0.8525896414342629
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,gaussian_15,0.8586416344561015
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,gaussian_17,0.8474761255115962
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,gaussian_19,0.8330640818524503
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,gaussian_21,0.8104227599042808
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,median_9,0.8714494875549049
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,median_11,0.8877992500721085
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,median_13,0.8921848260125499
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,median_15,0.891020052310375
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,median_17,0.8856321839080459
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,median_19,0.8792134831460675
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,median_21,0.8717808219178083
er_30_pic_run08003_ev39_unet_mean_gaussian_median_cygno,cygno_0,0.1792843691148776
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,unet_0,0.9290617848970252
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,mean_9,0.903277378097522
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,mean_11,0.9211553473848556
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,mean_13,0.9224865694551037
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,mean_15,0.9234303215926492
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,mean_17,0.923195084485407
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,mean_19,0.9223813112283348
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,mean_21,0.9223880597014924
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,gaussian_9,0.9184952978056428
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,gaussian_11,0.92079940784604
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,gaussian_13,0.921921921921922
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,gaussian_15,0.9235382308845578
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,gaussian_17,0.9237536656891496
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,gaussian_19,0.9223880597014924
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,gaussian_21,0.9238805970149252
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,median_9,0.9028831562974204
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,median_11,0.898488120950324
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,median_13,0.8969991889699918
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,median_15,0.9146164978292328
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,median_17,0.9135802469135802
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,median_19,0.918305597579425
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,median_21,0.911373707533235
he_60_pic_run08000_ev74_unet_mean_gaussian_median_cygno,cygno_0,0.3973384030418251
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,unet_0,0.9316678912564292
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,mean_9,0.8967173738991193
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,mean_11,0.9269746646795828
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,mean_13,0.9266123054114158
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,mean_15,0.92548435171386
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,mean_17,0.9251497005988024
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,mean_19,0.9249249249249252
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,mean_21,0.9226190476190476
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,gaussian_9,0.9109217660728116
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,gaussian_11,0.9288956127080182
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,gaussian_13,0.9270516717325228
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,gaussian_15,0.9287321830457614
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,gaussian_17,0.9281934996220712
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,gaussian_19,0.9272727272727274
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,gaussian_21,0.9265707797123393
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,median_9,0.9053301511535402
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,median_11,0.9069400630914826
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,median_13,0.9006410256410257
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,median_15,0.9168573607932876
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,median_17,0.9081779053084648
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,median_19,0.9134466769706336
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,median_21,0.9071537290715374
he_60_pic_run08000_ev89_unet_mean_gaussian_median_cygno,cygno_0,0.3913491246138002
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,unet_0,0.9336384439359268
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,mean_9,0.8916055419722901
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,mean_11,0.9331283627978476
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,mean_13,0.9424572317262828
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,mean_15,0.936335403726708
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,mean_17,0.9337539432176656
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,mean_19,0.9329268292682928
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,mean_21,0.9345794392523366
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,gaussian_9,0.9147410358565736
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,gaussian_11,0.9419847328244276
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,gaussian_13,0.9381761978361668
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,gaussian_15,0.9383667180277351
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,gaussian_17,0.9379844961240309
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,gaussian_19,0.9386503067484664
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,gaussian_21,0.9387755102040816
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,median_9,0.900915903413822
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,median_11,0.8985750209555742
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,median_13,0.919292851652575
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,median_15,0.9085545722713866
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,median_17,0.9105824446267432
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,median_19,0.925925925925926
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,median_21,0.9063893016344724
he_60_pic_run08000_ev20_unet_mean_gaussian_median_cygno,cygno_0,0.4028925619834711
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,unet_0,0.9320695102685624
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,mean_9,0.9086336965632856
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,mean_11,0.9206094627105053
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,mean_13,0.9187056037884768
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,mean_15,0.9198380566801619
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,mean_17,0.919175911251981
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,mean_19,0.920863309352518
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,mean_21,0.9234375
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,gaussian_9,0.9214574898785424
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,gaussian_11,0.9233252623083132
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,gaussian_13,0.9217252396166136
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,gaussian_15,0.9244232299124899
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,gaussian_17,0.9231974921630094
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,gaussian_19,0.9224620303756994
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,gaussian_21,0.9225857940941741
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,median_9,0.9015025041736228
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,median_11,0.91279543602282
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,median_13,0.9161585365853658
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,median_15,0.921092564491654
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,median_17,0.9099836333878886
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,median_19,0.9152024446142094
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,median_21,0.9089481946624804
he_60_pic_run08000_ev38_unet_mean_gaussian_median_cygno,cygno_0,0.3812865497076024
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,unet_0,0.9270248596631916
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,mean_9,0.9137055837563453
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,mean_11,0.9210740439381612
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,mean_13,0.9219512195121952
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,mean_15,0.9205834683954618
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,mean_17,0.9187396351575456
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,mean_19,0.9219391947411668
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,mean_21,0.9190515126737532
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,gaussian_9,0.9248366013071896
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,gaussian_11,0.9239482200647248
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,gaussian_13,0.9240607513988808
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,gaussian_15,0.9229508196721312
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,gaussian_17,0.9229521492295216
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,gaussian_19,0.9227091633466136
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,gaussian_21,0.9219745222929936
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,median_9,0.8841732979664014
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,median_11,0.9109863672814756
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,median_13,0.9128978224455612
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,median_15,0.9184826472962064
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,median_17,0.915282392026578
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,median_19,0.8950461796809404
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,median_21,0.8876221498371336
he_60_pic_run08000_ev26_unet_mean_gaussian_median_cygno,cygno_0,0.3995749202975558
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,unet_0,0.9325426241660488
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,mean_9,0.9044176706827308
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,mean_11,0.9238964992389649
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,mean_13,0.9264264264264264
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,mean_15,0.9260642270351008
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,mean_17,0.927927927927928
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,mean_19,0.9230769230769232
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,mean_21,0.9242658423493044
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,gaussian_9,0.918032786885246
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,gaussian_11,0.9286798179059179
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,gaussian_13,0.929492039423806
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,gaussian_15,0.9295987887963664
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,gaussian_17,0.927231807951988
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,gaussian_19,0.927231807951988
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,gaussian_21,0.927231807951988
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,median_9,0.9074960127591708
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,median_11,0.9083969465648856
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,median_13,0.9077901430842606
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,median_15,0.9075098814229248
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,median_17,0.9187969924812032
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,median_19,0.9148119723714506
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,median_21,0.9049079754601228
he_60_pic_run08000_ev24_unet_mean_gaussian_median_cygno,cygno_0,0.3967538322813345
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,unet_0,0.9245852187028658
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,mean_9,0.8995215311004785
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,mean_11,0.9159727479182438
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,mean_13,0.9167927382753404
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,mean_15,0.9129770992366412
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,mean_17,0.9143290371493557
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,mean_19,0.9123867069486404
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,mean_21,0.9169184290030212
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,gaussian_9,0.9167950693374424
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,gaussian_11,0.922058823529412
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,gaussian_13,0.920704845814978
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,gaussian_15,0.9187592319054652
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,gaussian_17,0.9196969696969696
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,gaussian_19,0.9195571955719556
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,gaussian_21,0.918474195961107
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,median_9,0.8994544037412315
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,median_11,0.8856937455068296
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,median_13,0.8967971530249108
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,median_15,0.9012158054711246
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,median_17,0.9000718907260964
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,median_19,0.8981348637015781
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,median_21,0.8895705521472392
he_60_pic_run08000_ev7_unet_mean_gaussian_median_cygno,cygno_0,0.4096385542168675
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,unet_0,0.9178515007898896
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,mean_9,0.9164677804295944
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,mean_11,0.918577075098814
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,mean_13,0.9196499602227526
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,mean_15,0.9190887666928516
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,mean_17,0.9182186234817814
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,mean_19,0.9218500797448166
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,mean_21,0.9167315175097276
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,gaussian_9,0.9190476190476192
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,gaussian_11,0.9185072353389184
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,gaussian_13,0.9195583596214509
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,gaussian_15,0.9193037974683544
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,gaussian_17,0.9181890389197775
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,gaussian_19,0.9181890389197775
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,gaussian_21,0.9183187946074544
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,median_9,0.8852725793327908
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,median_11,0.8785046728971962
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,median_13,0.8920265780730897
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,median_15,0.8969315499606608
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,median_17,0.8909803921568628
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,median_19,0.8863636363636364
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,median_21,0.8728682170542635
he_60_pic_run08000_ev44_unet_mean_gaussian_median_cygno,cygno_0,0.405982905982906
he_60_pic_run08000_ev6_unet_mean_gaussian_median_cygno,unet_0,0.9119496855345912
he_60_pic_run08000_ev6_unet_mean_gaussian_median_cygno,mean_9,0.8961038961038961
he_60_pic_run08000_ev6_unet_mean_gaussian_median_cygno,mean_11,0.9151234567901234
he_60_pic_run08000_ev6_unet_mean_gaussian_median_cygno,mean_13,0.9176829268292682
he_60_pic_run08000_ev6_unet_mean_gaussian_median_cygno,mean_15,0.9148936170212766
he_60_pic_run08000_ev6_unet_mean_gaussian_median_cygno,mean_17,0.9132075471698112
he_60_pic_run08000_ev6_unet_mean_gaussian_median_cygno,mean_19,0.9158453373768006
he_60_pic_run08000_ev6_unet_mean_gaussian_median_cygno,mean_21,0.9152798789712556
he_60_pic_run08000_ev6_unet_mean_gaussian_median_cygno,gaussian_9,0.9042801556420234
he_60_pic_run08000_ev6_unet_mean_gaussian_median_cygno,gaussian_11,0.9152024446142092
he_60_pic_run08000_ev6_unet_mean_gaussian_median_cygno,gaussian_13,0.9172932330827068
he_60_pic_run08000_ev6_unet_mean_gaussian_median_cygno,gaussian_15,0.9172932330827068
he_60_pic_run08000_ev6_unet_mean_gaussian_median_cygno,gaussian_17,0.9172259507829976
he_60_pic_run08000_ev6_unet_mean_gaussian_median_cygno,gaussian_19,0.9185959671396564
he_60_pic_run08000_ev6_unet_mean_gaussian_median_cygno,gaussian_21,0.9172259507829976
he_60_pic_run08000_ev6_unet_mean_gaussian_median_cygno,median_9,0.897497982243745
he_60_pic_run08000_ev6_unet_mean_gaussian_median_cygno,median_11,0.9018987341772152
